t,i,dest_port,size
59,0,0,160
59,1,0,160
59,2,-1,-1
59,3,-1,-1
59,4,-1,-1
59,5,-1,-1
59,6,-1,-1
59,7,-1,-1
60,0,0,160
60,1,0,160
60,2,-1,-1
60,3,-1,-1
60,4,-1,-1
60,5,-1,-1
60,6,-1,-1
60,7,-1,-1
61,0,0,160
61,1,0,160
61,2,-1,-1
61,3,-1,-1
61,4,-1,-1
61,5,-1,-1
61,6,-1,-1
61,7,-1,-1
62,0,0,160
62,1,0,160
62,2,-1,-1
62,3,-1,-1
62,4,-1,-1
62,5,-1,-1
62,6,-1,-1
62,7,-1,-1
63,0,0,160
63,1,0,160
63,2,-1,-1
63,3,-1,-1
63,4,-1,-1
63,5,-1,-1
63,6,-1,-1
63,7,-1,-1
64,0,0,160
64,1,0,160
64,2,-1,-1
64,3,-1,-1
64,4,-1,-1
64,5,-1,-1
64,6,-1,-1
64,7,-1,-1
65,0,0,160
65,1,0,160
65,2,-1,-1
65,3,-1,-1
65,4,-1,-1
65,5,-1,-1
65,6,-1,-1
65,7,-1,-1
66,0,0,160
66,1,0,160
66,2,-1,-1
66,3,-1,-1
66,4,-1,-1
66,5,-1,-1
66,6,-1,-1
66,7,-1,-1
67,0,0,160
67,1,0,160
67,2,-1,-1
67,3,-1,-1
67,4,-1,-1
67,5,-1,-1
67,6,-1,-1
67,7,-1,-1
68,0,0,160
68,1,0,160
68,2,-1,-1
68,3,-1,-1
68,4,-1,-1
68,5,-1,-1
68,6,-1,-1
68,7,-1,-1
69,0,0,160
69,1,0,160
69,2,-1,-1
69,3,-1,-1
69,4,-1,-1
69,5,-1,-1
69,6,-1,-1
69,7,-1,-1
70,0,0,160
70,1,0,160
70,2,-1,-1
70,3,-1,-1
70,4,-1,-1
70,5,-1,-1
70,6,-1,-1
70,7,-1,-1
71,0,0,160
71,1,0,160
71,2,-1,-1
71,3,-1,-1
71,4,-1,-1
71,5,-1,-1
71,6,-1,-1
71,7,-1,-1
72,0,0,160
72,1,0,160
72,2,-1,-1
72,3,-1,-1
72,4,-1,-1
72,5,-1,-1
72,6,-1,-1
72,7,-1,-1
73,0,0,160
73,1,0,160
73,2,-1,-1
73,3,-1,-1
73,4,-1,-1
73,5,-1,-1
73,6,-1,-1
73,7,-1,-1
74,0,0,160
74,1,0,160
74,2,-1,-1
74,3,-1,-1
74,4,-1,-1
74,5,-1,-1
74,6,-1,-1
74,7,-1,-1
75,0,0,160
75,1,0,160
75,2,-1,-1
75,3,-1,-1
75,4,-1,-1
75,5,-1,-1
75,6,-1,-1
75,7,-1,-1
76,0,0,160
76,1,0,160
76,2,-1,-1
76,3,-1,-1
76,4,-1,-1
76,5,-1,-1
76,6,-1,-1
76,7,-1,-1
77,0,0,160
77,1,0,160
77,2,-1,-1
77,3,-1,-1
77,4,-1,-1
77,5,-1,-1
77,6,-1,-1
77,7,-1,-1
78,0,0,160
78,1,0,160
78,2,-1,-1
78,3,-1,-1
78,4,-1,-1
78,5,-1,-1
78,6,-1,-1
78,7,-1,-1
79,0,0,160
79,1,0,160
79,2,-1,-1
79,3,-1,-1
79,4,-1,-1
79,5,-1,-1
79,6,-1,-1
79,7,-1,-1
80,0,0,160
80,1,0,160
80,2,-1,-1
80,3,-1,-1
80,4,-1,-1
80,5,-1,-1
80,6,-1,-1
80,7,-1,-1
81,0,0,160
81,1,0,160
81,2,-1,-1
81,3,-1,-1
81,4,-1,-1
81,5,-1,-1
81,6,-1,-1
81,7,-1,-1
82,0,0,160
82,1,0,160
82,2,-1,-1
82,3,-1,-1
82,4,-1,-1
82,5,-1,-1
82,6,-1,-1
82,7,-1,-1
83,0,0,160
83,1,0,160
83,2,-1,-1
83,3,-1,-1
83,4,-1,-1
83,5,-1,-1
83,6,-1,-1
83,7,-1,-1
84,0,0,160
84,1,0,160
84,2,-1,-1
84,3,-1,-1
84,4,-1,-1
84,5,-1,-1
84,6,-1,-1
84,7,-1,-1
85,0,0,160
85,1,0,160
85,2,-1,-1
85,3,-1,-1
85,4,-1,-1
85,5,-1,-1
85,6,-1,-1
85,7,-1,-1
86,0,0,160
86,1,0,160
86,2,-1,-1
86,3,-1,-1
86,4,-1,-1
86,5,-1,-1
86,6,-1,-1
86,7,-1,-1
87,0,0,160
87,1,0,160
87,2,-1,-1
87,3,-1,-1
87,4,-1,-1
87,5,-1,-1
87,6,-1,-1
87,7,-1,-1
88,0,0,160
88,1,0,160
88,2,-1,-1
88,3,-1,-1
88,4,-1,-1
88,5,-1,-1
88,6,-1,-1
88,7,-1,-1
89,0,0,160
89,1,0,160
89,2,-1,-1
89,3,-1,-1
89,4,-1,-1
89,5,-1,-1
89,6,-1,-1
89,7,-1,-1
90,0,0,160
90,1,0,160
90,2,-1,-1
90,3,-1,-1
90,4,-1,-1
90,5,-1,-1
90,6,-1,-1
90,7,-1,-1
91,0,0,160
91,1,0,160
91,2,-1,-1
91,3,-1,-1
91,4,-1,-1
91,5,-1,-1
91,6,-1,-1
91,7,-1,-1
92,0,0,160
92,1,0,160
92,2,-1,-1
92,3,-1,-1
92,4,-1,-1
92,5,-1,-1
92,6,-1,-1
92,7,-1,-1
93,0,0,160
93,1,0,160
93,2,-1,-1
93,3,-1,-1
93,4,-1,-1
93,5,-1,-1
93,6,-1,-1
93,7,-1,-1
94,0,0,160
94,1,0,160
94,2,-1,-1
94,3,-1,-1
94,4,-1,-1
94,5,-1,-1
94,6,-1,-1
94,7,-1,-1
95,0,0,160
95,1,0,160
95,2,-1,-1
95,3,-1,-1
95,4,-1,-1
95,5,-1,-1
95,6,-1,-1
95,7,-1,-1
96,0,0,160
96,1,0,160
96,2,-1,-1
96,3,-1,-1
96,4,-1,-1
96,5,-1,-1
96,6,-1,-1
96,7,-1,-1
97,0,0,160
97,1,0,160
97,2,-1,-1
97,3,-1,-1
97,4,-1,-1
97,5,-1,-1
97,6,-1,-1
97,7,-1,-1
98,0,0,160
98,1,0,160
98,2,-1,-1
98,3,-1,-1
98,4,-1,-1
98,5,-1,-1
98,6,-1,-1
98,7,-1,-1
99,0,0,160
99,1,0,160
99,2,-1,-1
99,3,-1,-1
99,4,-1,-1
99,5,-1,-1
99,6,-1,-1
99,7,-1,-1
100,0,0,160
100,1,0,160
100,2,-1,-1
100,3,-1,-1
100,4,-1,-1
100,5,-1,-1
100,6,-1,-1
100,7,-1,-1
101,0,0,160
101,1,0,160
101,2,-1,-1
101,3,-1,-1
101,4,-1,-1
101,5,-1,-1
101,6,-1,-1
101,7,-1,-1
102,0,0,160
102,1,0,160
102,2,-1,-1
102,3,-1,-1
102,4,-1,-1
102,5,-1,-1
102,6,-1,-1
102,7,-1,-1
103,0,0,160
103,1,0,160
103,2,-1,-1
103,3,-1,-1
103,4,-1,-1
103,5,-1,-1
103,6,-1,-1
103,7,-1,-1
104,0,0,160
104,1,0,160
104,2,-1,-1
104,3,-1,-1
104,4,-1,-1
104,5,-1,-1
104,6,-1,-1
104,7,-1,-1
105,0,0,160
105,1,0,160
105,2,-1,-1
105,3,-1,-1
105,4,-1,-1
105,5,-1,-1
105,6,-1,-1
105,7,-1,-1
106,0,0,160
106,1,0,160
106,2,-1,-1
106,3,-1,-1
106,4,-1,-1
106,5,-1,-1
106,6,-1,-1
106,7,-1,-1
107,0,0,160
107,1,0,160
107,2,-1,-1
107,3,-1,-1
107,4,-1,-1
107,5,-1,-1
107,6,-1,-1
107,7,-1,-1
108,0,0,160
108,1,0,160
108,2,-1,-1
108,3,-1,-1
108,4,-1,-1
108,5,-1,-1
108,6,-1,-1
108,7,-1,-1
109,0,0,160
109,1,0,160
109,2,-1,-1
109,3,-1,-1
109,4,-1,-1
109,5,-1,-1
109,6,-1,-1
109,7,-1,-1
110,0,0,160
110,1,0,160
110,2,-1,-1
110,3,-1,-1
110,4,-1,-1
110,5,-1,-1
110,6,-1,-1
110,7,-1,-1
111,0,0,160
111,1,0,160
111,2,-1,-1
111,3,-1,-1
111,4,-1,-1
111,5,-1,-1
111,6,-1,-1
111,7,-1,-1
112,0,0,160
112,1,0,160
112,2,-1,-1
112,3,-1,-1
112,4,-1,-1
112,5,-1,-1
112,6,-1,-1
112,7,-1,-1
113,0,0,160
113,1,0,160
113,2,-1,-1
113,3,-1,-1
113,4,-1,-1
113,5,-1,-1
113,6,-1,-1
113,7,-1,-1
114,0,0,160
114,1,0,160
114,2,-1,-1
114,3,-1,-1
114,4,-1,-1
114,5,-1,-1
114,6,-1,-1
114,7,-1,-1
115,0,0,160
115,1,0,160
115,2,-1,-1
115,3,-1,-1
115,4,-1,-1
115,5,-1,-1
115,6,-1,-1
115,7,-1,-1
116,0,0,160
116,1,0,160
116,2,-1,-1
116,3,-1,-1
116,4,-1,-1
116,5,-1,-1
116,6,-1,-1
116,7,-1,-1
117,0,0,160
117,1,0,160
117,2,-1,-1
117,3,-1,-1
117,4,-1,-1
117,5,-1,-1
117,6,-1,-1
117,7,-1,-1
118,0,0,160
118,1,0,160
118,2,-1,-1
118,3,-1,-1
118,4,-1,-1
118,5,-1,-1
118,6,-1,-1
118,7,-1,-1
119,0,0,160
119,1,0,160
119,2,-1,-1
119,3,-1,-1
119,4,-1,-1
119,5,-1,-1
119,6,-1,-1
119,7,-1,-1
120,0,0,160
120,1,0,160
120,2,-1,-1
120,3,-1,-1
120,4,-1,-1
120,5,-1,-1
120,6,-1,-1
120,7,-1,-1
121,0,0,160
121,1,0,160
121,2,-1,-1
121,3,-1,-1
121,4,-1,-1
121,5,-1,-1
121,6,-1,-1
121,7,-1,-1
122,0,0,160
122,1,0,160
122,2,-1,-1
122,3,-1,-1
122,4,-1,-1
122,5,-1,-1
122,6,-1,-1
122,7,-1,-1
123,0,0,160
123,1,0,160
123,2,-1,-1
123,3,-1,-1
123,4,-1,-1
123,5,-1,-1
123,6,-1,-1
123,7,-1,-1
124,0,0,160
124,1,0,160
124,2,-1,-1
124,3,-1,-1
124,4,-1,-1
124,5,-1,-1
124,6,-1,-1
124,7,-1,-1
125,0,0,160
125,1,0,160
125,2,-1,-1
125,3,-1,-1
125,4,-1,-1
125,5,-1,-1
125,6,-1,-1
125,7,-1,-1
126,0,0,160
126,1,0,160
126,2,-1,-1
126,3,-1,-1
126,4,-1,-1
126,5,-1,-1
126,6,-1,-1
126,7,-1,-1
127,0,0,160
127,1,0,160
127,2,-1,-1
127,3,-1,-1
127,4,-1,-1
127,5,-1,-1
127,6,-1,-1
127,7,-1,-1
128,0,0,160
128,1,0,160
128,2,-1,-1
128,3,-1,-1
128,4,-1,-1
128,5,-1,-1
128,6,-1,-1
128,7,-1,-1
129,0,0,160
129,1,0,160
129,2,-1,-1
129,3,-1,-1
129,4,-1,-1
129,5,-1,-1
129,6,-1,-1
129,7,-1,-1
130,0,0,160
130,1,0,160
130,2,-1,-1
130,3,-1,-1
130,4,-1,-1
130,5,-1,-1
130,6,-1,-1
130,7,-1,-1
131,0,0,160
131,1,0,160
131,2,-1,-1
131,3,-1,-1
131,4,-1,-1
131,5,-1,-1
131,6,-1,-1
131,7,-1,-1
132,0,0,160
132,1,0,160
132,2,-1,-1
132,3,-1,-1
132,4,-1,-1
132,5,-1,-1
132,6,-1,-1
132,7,-1,-1
133,0,0,160
133,1,0,160
133,2,-1,-1
133,3,-1,-1
133,4,-1,-1
133,5,-1,-1
133,6,-1,-1
133,7,-1,-1
134,0,0,160
134,1,0,160
134,2,-1,-1
134,3,-1,-1
134,4,-1,-1
134,5,-1,-1
134,6,-1,-1
134,7,-1,-1
135,0,0,160
135,1,0,160
135,2,-1,-1
135,3,-1,-1
135,4,-1,-1
135,5,-1,-1
135,6,-1,-1
135,7,-1,-1
136,0,0,160
136,1,0,160
136,2,-1,-1
136,3,-1,-1
136,4,-1,-1
136,5,-1,-1
136,6,-1,-1
136,7,-1,-1
137,0,0,160
137,1,0,160
137,2,-1,-1
137,3,-1,-1
137,4,-1,-1
137,5,-1,-1
137,6,-1,-1
137,7,-1,-1
138,0,0,160
138,1,0,160
138,2,-1,-1
138,3,-1,-1
138,4,-1,-1
138,5,-1,-1
138,6,-1,-1
138,7,-1,-1
139,0,0,160
139,1,0,160
139,2,-1,-1
139,3,-1,-1
139,4,-1,-1
139,5,-1,-1
139,6,-1,-1
139,7,-1,-1
140,0,0,160
140,1,0,160
140,2,-1,-1
140,3,-1,-1
140,4,-1,-1
140,5,-1,-1
140,6,-1,-1
140,7,-1,-1
141,0,0,160
141,1,0,160
141,2,-1,-1
141,3,-1,-1
141,4,-1,-1
141,5,-1,-1
141,6,-1,-1
141,7,-1,-1
142,0,0,160
142,1,0,160
142,2,-1,-1
142,3,-1,-1
142,4,-1,-1
142,5,-1,-1
142,6,-1,-1
142,7,-1,-1
143,0,0,160
143,1,0,160
143,2,-1,-1
143,3,-1,-1
143,4,-1,-1
143,5,-1,-1
143,6,-1,-1
143,7,-1,-1
144,0,0,160
144,1,0,160
144,2,-1,-1
144,3,-1,-1
144,4,-1,-1
144,5,-1,-1
144,6,-1,-1
144,7,-1,-1
145,0,0,160
145,1,0,160
145,2,-1,-1
145,3,-1,-1
145,4,-1,-1
145,5,-1,-1
145,6,-1,-1
145,7,-1,-1
146,0,0,160
146,1,0,160
146,2,-1,-1
146,3,-1,-1
146,4,-1,-1
146,5,-1,-1
146,6,-1,-1
146,7,-1,-1
147,0,0,160
147,1,0,160
147,2,-1,-1
147,3,-1,-1
147,4,-1,-1
147,5,-1,-1
147,6,-1,-1
147,7,-1,-1
148,0,0,160
148,1,0,160
148,2,-1,-1
148,3,-1,-1
148,4,-1,-1
148,5,-1,-1
148,6,-1,-1
148,7,-1,-1
149,0,0,160
149,1,0,160
149,2,-1,-1
149,3,-1,-1
149,4,-1,-1
149,5,-1,-1
149,6,-1,-1
149,7,-1,-1
150,0,0,160
150,1,0,160
150,2,-1,-1
150,3,-1,-1
150,4,-1,-1
150,5,-1,-1
150,6,-1,-1
150,7,-1,-1
151,0,0,160
151,1,0,160
151,2,-1,-1
151,3,-1,-1
151,4,-1,-1
151,5,-1,-1
151,6,-1,-1
151,7,-1,-1
152,0,0,160
152,1,0,160
152,2,-1,-1
152,3,-1,-1
152,4,-1,-1
152,5,-1,-1
152,6,-1,-1
152,7,-1,-1
153,0,0,160
153,1,0,160
153,2,-1,-1
153,3,-1,-1
153,4,-1,-1
153,5,-1,-1
153,6,-1,-1
153,7,-1,-1
154,0,0,160
154,1,0,160
154,2,-1,-1
154,3,-1,-1
154,4,-1,-1
154,5,-1,-1
154,6,-1,-1
154,7,-1,-1
155,0,0,160
155,1,0,160
155,2,-1,-1
155,3,-1,-1
155,4,-1,-1
155,5,-1,-1
155,6,-1,-1
155,7,-1,-1
156,0,0,160
156,1,0,160
156,2,-1,-1
156,3,-1,-1
156,4,-1,-1
156,5,-1,-1
156,6,-1,-1
156,7,-1,-1
157,0,0,160
157,1,0,160
157,2,-1,-1
157,3,-1,-1
157,4,-1,-1
157,5,-1,-1
157,6,-1,-1
157,7,-1,-1
158,0,0,160
158,1,0,160
158,2,-1,-1
158,3,-1,-1
158,4,-1,-1
158,5,-1,-1
158,6,-1,-1
158,7,-1,-1
159,0,0,160
159,1,0,160
159,2,-1,-1
159,3,-1,-1
159,4,-1,-1
159,5,-1,-1
159,6,-1,-1
159,7,-1,-1
160,0,0,160
160,1,0,160
160,2,-1,-1
160,3,-1,-1
160,4,-1,-1
160,5,-1,-1
160,6,-1,-1
160,7,-1,-1
161,0,0,160
161,1,0,160
161,2,-1,-1
161,3,-1,-1
161,4,-1,-1
161,5,-1,-1
161,6,-1,-1
161,7,-1,-1
162,0,0,160
162,1,0,160
162,2,-1,-1
162,3,-1,-1
162,4,-1,-1
162,5,-1,-1
162,6,-1,-1
162,7,-1,-1
163,0,0,160
163,1,0,160
163,2,-1,-1
163,3,-1,-1
163,4,-1,-1
163,5,-1,-1
163,6,-1,-1
163,7,-1,-1
164,0,0,160
164,1,0,160
164,2,-1,-1
164,3,-1,-1
164,4,-1,-1
164,5,-1,-1
164,6,-1,-1
164,7,-1,-1
165,0,0,160
165,1,0,160
165,2,-1,-1
165,3,-1,-1
165,4,-1,-1
165,5,-1,-1
165,6,-1,-1
165,7,-1,-1
166,0,0,160
166,1,0,160
166,2,-1,-1
166,3,-1,-1
166,4,-1,-1
166,5,-1,-1
166,6,-1,-1
166,7,-1,-1
167,0,0,160
167,1,0,160
167,2,-1,-1
167,3,-1,-1
167,4,-1,-1
167,5,-1,-1
167,6,-1,-1
167,7,-1,-1
168,0,0,160
168,1,0,160
168,2,-1,-1
168,3,-1,-1
168,4,-1,-1
168,5,-1,-1
168,6,-1,-1
168,7,-1,-1
169,0,0,160
169,1,0,160
169,2,-1,-1
169,3,-1,-1
169,4,-1,-1
169,5,-1,-1
169,6,-1,-1
169,7,-1,-1
170,0,0,160
170,1,0,160
170,2,-1,-1
170,3,-1,-1
170,4,-1,-1
170,5,-1,-1
170,6,-1,-1
170,7,-1,-1
171,0,0,160
171,1,0,160
171,2,-1,-1
171,3,-1,-1
171,4,-1,-1
171,5,-1,-1
171,6,-1,-1
171,7,-1,-1
172,0,0,160
172,1,0,160
172,2,-1,-1
172,3,-1,-1
172,4,-1,-1
172,5,-1,-1
172,6,-1,-1
172,7,-1,-1
173,0,0,160
173,1,0,160
173,2,-1,-1
173,3,-1,-1
173,4,-1,-1
173,5,-1,-1
173,6,-1,-1
173,7,-1,-1
174,0,0,160
174,1,0,160
174,2,-1,-1
174,3,-1,-1
174,4,-1,-1
174,5,-1,-1
174,6,-1,-1
174,7,-1,-1
175,0,0,160
175,1,0,160
175,2,-1,-1
175,3,-1,-1
175,4,-1,-1
175,5,-1,-1
175,6,-1,-1
175,7,-1,-1
176,0,0,160
176,1,0,160
176,2,-1,-1
176,3,-1,-1
176,4,-1,-1
176,5,-1,-1
176,6,-1,-1
176,7,-1,-1
177,0,0,160
177,1,0,160
177,2,-1,-1
177,3,-1,-1
177,4,-1,-1
177,5,-1,-1
177,6,-1,-1
177,7,-1,-1
178,0,0,160
178,1,0,160
178,2,-1,-1
178,3,-1,-1
178,4,-1,-1
178,5,-1,-1
178,6,-1,-1
178,7,-1,-1
179,0,0,160
179,1,0,160
179,2,-1,-1
179,3,-1,-1
179,4,-1,-1
179,5,-1,-1
179,6,-1,-1
179,7,-1,-1
180,0,0,160
180,1,0,160
180,2,-1,-1
180,3,-1,-1
180,4,-1,-1
180,5,-1,-1
180,6,-1,-1
180,7,-1,-1
181,0,0,160
181,1,0,160
181,2,-1,-1
181,3,-1,-1
181,4,-1,-1
181,5,-1,-1
181,6,-1,-1
181,7,-1,-1
182,0,0,160
182,1,0,160
182,2,-1,-1
182,3,-1,-1
182,4,-1,-1
182,5,-1,-1
182,6,-1,-1
182,7,-1,-1
183,0,0,160
183,1,0,160
183,2,-1,-1
183,3,-1,-1
183,4,-1,-1
183,5,-1,-1
183,6,-1,-1
